TimeSec,Speed,Throttle,Brake,RPM,nGear,session_id,car_id,Speed_ms,Delta_KE,Acceleration,Longitudinal_G,Aero_Drag_N,Aero_Downforce_N,Effective_Weight_N,Brake_Work_EMA,Convective_Cooling_Factor,Wheel_Speed_ms,Slip_Ratio,Normal_Load_N,Tire_Load_Factor,Tire_Stress_Index,Thermal_Decay_Indicator,Calculated_Degradation_Index,Sustained_Tire_Decay_Flag,Brake_Temp_Target
0.28,311.5828060228005,100.0,9.525546330746213e-40,11100.08464022577,8.0,2023-Monza-R,VER,86.55077945077792,8.293736068166254,2.3962906528304018,0.2442701990652805,5276.499485204017,16058.911476707879,23887.29147670788,1.0357908144035173e-37,1.7733186885947978,86.55077945077792,0.0,23887.29147670788,3.051370970329478,0.0,0.0,0.0,False,177.34002196710782
0.3,311.7534539651655,100.0,-1.2365547490655114e-38,11103.283712118213,8.0,2023-Monza-R,VER,86.5981816569904,8.207642759907685,2.370110310624085,0.24160145877921355,5282.2807435730265,16076.50661087443,23904.88661087443,-2.9590690757374685e-38,1.7740956162290606,86.5981816569904,0.0,23904.88661087443,3.0536185789236634,0.0,0.0,0.0,False,177.33885657565642
0.32,311.9215782397315,100.0,-3.2219090068247805e-38,11106.585000036024,8.0,2023-Monza-R,VER,86.64488284436986,8.090656817468698,2.335059368972736,0.23802847797887217,5287.979599968831,16093.850956426879,23922.23095642688,-3.6201996252856236e-37,1.7748609709103569,86.64488284436986,0.0,23922.23095642688,3.0558341516925442,0.0,0.0,0.0,False,177.33770854363448
0.34,312.0877533562955,100.0,-5.559045489948979e-38,11109.988665983932,8.0,2023-Monza-R,VER,86.69104259897097,8.001143782020335,2.3079877300553164,0.23526888175895172,5293.615405620291,16111.003408409584,23939.383408409583,-9.20761687934552e-37,1.7756173713390404,86.69104259897097,0.0,23939.383408409583,3.0580252119096905,0.0,0.0,0.0,False,177.33657394299144
0.36,312.25255473889166,100.0,-7.946100580493981e-38,11113.494814266736,8.0,2023-Monza-R,VER,86.73682076080324,7.939208795109153,2.288908091613706,0.2333239644866163,5299.207585815347,16128.0230872641,23956.4030872641,-1.700284613571182e-36,1.7763674392171447,86.73682076080324,0.0,23956.4030872641,3.060199311640991,0.0,0.0,0.0,False,177.33544884117427
0.38,312.41655781155447,100.0,-1.008121066051568e-37,11117.103549189242,8.0,2023-Monza-R,VER,86.78237716987624,7.9049115629495645,2.277820453650037,0.23219372616208325,5304.775607897499,16144.969241427172,23973.34924142717,-2.6639502945787858e-36,1.7771137951155769,86.78237716987624,0.0,23973.34924142717,3.062364019302483,0.0,0.0,0.0,False,177.33432930732664
0.4,312.5803379983179,100.0,-1.166251211206995e-37,11120.814975056246,8.0,2023-Monza-R,VER,86.82787166619941,7.898310827337809,2.274724816158624,0.2318781667847731,5310.338980586505,16161.901245263278,23990.28124526328,-3.745418030149214e-36,1.7778590584941367,86.82787166619941,0.0,23990.28124526328,3.064526919396258,0.0,0.0,0.0,False,177.3332114122588
0.42,312.74447072321635,100.0,-1.2388141317212666e-37,11124.629196172551,8.0,2023-Monza-R,VER,86.87346408978232,7.919464876702477,2.2796211791451526,0.23237728635526528,5315.917253659032,16178.87859809271,24007.25859809271,-4.849978613909297e-36,1.7786058477118307,86.87346408978232,0.0,24007.25859809271,3.066695612386306,0.0,0.0,0.0,False,177.33209122843226
0.44,312.90953141028393,100.0,-1.1956234657999715e-37,11128.546316842958,8.0,2023-Monza-R,VER,86.91931428063442,7.968432057001337,2.2925095426053588,0.23369108487312523,5321.530017989183,16195.960924314904,24024.340924314904,-5.8558177327971705e-36,1.7793567800275167,86.91931428063442,0.0,24024.340924314904,3.068877714714271,0.0,0.0,0.0,False,177.33096482995873
0.46,313.07609548355515,100.0,-1.0064928516486966e-37,11132.566441372266,8.0,2023-Monza-R,VER,86.96558207876532,8.045271282769136,2.313389906544927,0.23581956233893242,5327.196905948984,16213.207974627343,24041.587974627342,-6.615209789209794e-36,1.7801144715909356,86.96558207876532,0.0,24041.587974627342,3.071080858955153,0.0,0.0,0.0,False,177.3298282926136
0.48,313.2447383670641,100.0,-6.412359274730336e-38,11136.689674065277,8.0,2023-Monza-R,VER,87.01242732418447,8.150042548016245,2.3422622709574625,0.2387627187520349,5332.937592168742,16230.679628339652,24059.05962833965,-6.955642864777333e-36,1.7808815374241531,87.01242732418447,0.0,24059.05962833965,3.073312694112914,0.0,0.0,0.0,False,177.32867769386377
0.5,313.41603548484494,100.0,-6.966633147856489e-39,11140.916119226791,8.0,2023-Monza-R,VER,87.06000985690137,8.282807437280098,2.379126635845097,0.24252055411265003,5338.771794657377,16248.435896783321,24076.815896783322,-6.680875489627083e-36,1.7816605913934767,87.06000985690137,0.0,24076.815896783322,3.075580886056032,0.0,0.0,0.0,False,177.32750911290978
0.52,313.58973159754817,100.0,6.643717185545607e-38,11145.199085582848,8.0,2023-Monza-R,VER,87.10825877709671,8.403430893880795,2.412446009766711,0.24591702444105107,5344.690961293254,16266.45075176208,24094.83075176208,-5.649620517006382e-36,1.7824504689667042,87.10825877709671,0.0,24094.83075176208,3.077882109933611,0.0,0.0,0.0,False,177.32632429654996
0.54,313.7610785910326,100.0,1.116618949616468e-37,11149.238774908812,8.0,2023-Monza-R,VER,87.15585516417572,8.294342221130137,2.379819353950552,0.24259116757905727,5350.533288595262,16284.231747898626,24112.611747898627,-4.193821256935031e-36,1.7832295782642356,87.15585516417572,0.0,24112.611747898627,3.0801534606008683,0.0,0.0,0.0,False,177.32515563260364
0.56,313.92381629311814,100.0,7.080580926815911e-38,11152.650206904567,8.0,2023-Monza-R,VER,87.2010600814217,7.881789924941586,2.260245862299115,0.2304022285727946,5356.085024373643,16301.12833505022,24129.50833505022,-3.2392110551940714e-36,1.7839694626032807,87.2010600814217,0.0,24129.50833505022,3.082311836554973,0.0,0.0,0.0,False,177.32404580609509
0.58,314.07186618404506,100.0,-1.1152749599709455e-37,11155.062752522088,8.0,2023-Monza-R,VER,87.24218505112363,7.173973170782119,2.0562484850962903,0.2096073888987044,5361.138191725812,16316.507540035082,24144.88754003508,-4.2518875038719155e-36,1.7846425024096952,87.24218505112363,0.0,24144.88754003508,3.084276381580235,0.0,0.0,0.0,False,177.32303624638547
0.6,314.20335395721236,100.0,-4.328785936191402e-37,11156.43733791489,8.0,2023-Monza-R,VER,87.27870943255898,6.374267718560986,1.8262190717678095,0.18615892678570942,5365.6280665500735,16330.172376456747,24158.552376456748,-8.602974731778514e-36,1.785240197068395,87.27870943255898,0.0,24158.552376456748,3.086021932565454,0.0,0.0,0.0,False,177.32213970439742
0.62,314.32060951917714,100.0,-8.32932218395937e-37,11157.066444438025,8.0,2023-Monza-R,VER,87.31128042199364,5.686568714950226,1.6285494717330096,0.16600912046208047,5369.633543388667,16342.362958139422,24170.74295813942,-1.6961837291898926e-35,1.785773155177848,87.31128042199364,0.0,24170.74295813942,3.0875791617345376,0.0,0.0,0.0,False,177.32134026723324
0.64,314.42614556837356,100.0,-1.2488576339086162e-36,11157.256968890106,8.0,2023-Monza-R,VER,87.34059599121487,5.1200191726084086,1.4657784610612623,0.14941676463417555,5373.239956893373,16353.338999240703,24181.718999240704,-2.9301967714351706e-35,1.7862528109455358,87.34059599121487,0.0,24181.718999240704,3.0889812450648413,0.0,0.0,0.0,False,177.3206207835817
0.66,314.52247480323507,100.0,-1.617824103738308e-36,11157.315808069725,8.0,2023-Monza-R,VER,87.36735411200974,4.674856432685374,1.3379060397433307,0.13638185930105307,5376.532808893146,16363.360722718271,24191.74072271827,-4.4933778665260165e-35,1.7866905941211204,87.36735411200974,0.0,24191.74072271827,3.0902614235280184,0.0,0.0,0.0,False,177.3199641088183
0.68,314.61210992219566,100.0,-1.8770008914661424e-36,11157.549858775492,8.0,2023-Monza-R,VER,87.39225275616546,4.351277264205237,1.24493220778632,0.12690440446343731,5379.59773981612,16372.688773353413,24201.068773353414,-6.253624201097699e-35,1.7870979307618022,87.39225275616546,0.0,24201.068773353414,3.0914529919796196,0.0,0.0,0.0,False,177.3193531038573
0.7000000000000001,314.69756362368906,100.0,-1.9635572606732517e-36,11158.266017806003,8.0,2023-Monza-R,VER,87.41598989546918,4.149447607260299,1.1868569651859673,0.1209844001208937,5382.520506974485,16381.584151661476,24209.964151661476,-8.018718395997817e-35,1.7874862438134316,87.41598989546918,0.0,24209.964151661476,3.0925892907167865,0.0,0.0,0.0,False,177.31877063427984
0.72,314.7813486061491,100.0,-1.814662474940768e-36,11159.771181959863,8.0,2023-Monza-R,VER,87.43926350170808,4.0695123163695825,1.1636803119451145,0.11862184627371197,5385.386969712327,16390.308168689695,24218.688168689696,-9.539205406547471e-35,1.7878669535080602,87.43926350170808,0.0,24218.688168689696,3.0937036997041143,0.0,0.0,0.0,False,177.3181995697379
0.74,314.8659775680095,100.0,-1.3674857978498197e-36,11162.372248035677,8.0,2023-Monza-R,VER,87.4627715466693,4.111604903726402,1.1754022480609194,0.11981674292160238,5388.283081416389,16399.122421702057,24227.50242170206,-1.0511099422350296e-34,1.7882514775784573,87.4627715466693,0.0,24227.50242170206,3.0948296354676263,0.0,0.0,0.0,False,177.31762278363232
0.76,314.95396320770425,100.0,-5.591964929815382e-37,11166.376112832046,8.0,2023-Monza-R,VER,87.48721200214007,4.275857282535981,1.222022773538356,0.12456909006507196,5391.294888389775,16408.288790751492,24236.668790751493,-1.0578404176264203e-34,1.7886512312900529,87.48721200214007,0.0,24236.668790751493,3.0960005506569037,0.0,0.0,0.0,False,177.31702315306492
0.78,315.0477712405835,100.0,6.657681210572874e-37,11172.07248190836,8.0,2023-Monza-R,VER,87.51326978905097,4.560125263818918,1.3028893455448554,0.13281236957643786,5394.506926622478,16418.064559285805,24246.444559285806,-9.343142058251552e-35,1.7890774138465984,87.51326978905097,0.0,24246.444559285806,3.0972493107495813,0.0,0.0,0.0,False,177.3163838792301
0.8,315.1487867710765,100.0,2.1958054600697035e-36,11179.355662322238,8.0,2023-Monza-R,VER,87.54132965863236,4.912009230125477,1.4029934790698917,0.1430166645331184,5397.966823123948,16428.59467907289,24256.97467907289,-6.54460188396672e-35,1.7895363126590802,87.54132965863236,0.0,24256.97467907289,3.0985944319352012,0.0,0.0,0.0,False,177.3156955310114
0.8200000000000001,315.2573142926919,100.0,3.752147674268597e-36,11187.724562629495,8.0,2023-Monza-R,VER,87.57147619241441,5.279044117257399,1.5073266891022286,0.15365205801245957,5401.685249824041,16439.91162989926,24268.29162989926,-2.2303206801611436e-35,1.790029304570959,87.57147619241441,0.0,24268.29162989926,3.1000400631930565,0.0,0.0,0.0,False,177.31495604314355
0.84,315.3736113158545,100.0,5.048758858841188e-36,11196.660900146755,8.0,2023-Monza-R,VER,87.60378092107068,5.658989148343608,1.6152364328135604,0.16465203188721309,5405.671300305406,16452.04308788602,24280.42308788602,3.2506939487125933e-35,1.790557552174943,87.60378092107068,0.0,24280.42308788602,3.10158973988054,0.0,0.0,0.0,False,177.3141636717376
0.86,315.49793535098905,100.0,5.7996031089747186e-36,11205.646392190634,8.0,2023-Monza-R,VER,87.63831537527473,6.051890149167775,1.7267227102024663,0.17601658615723406,5409.934100429226,16465.016827393298,24293.3968273933,9.261930635174134e-35,1.7911222172144976,87.63831537527473,0.0,24293.3968273933,3.1032470099041305,0.0,0.0,0.0,False,177.31331667417825
0.88,315.63054390852074,100.0,5.718644519856409e-36,11214.162756077749,8.0,2023-Monza-R,VER,87.67515108570021,6.457796084243455,1.8417855212739198,0.18774572082302954,5414.482810546065,16478.86072774889,24307.240727748893,1.4892453013145006e-34,1.791724460526816,87.67515108570021,0.0,24307.240727748893,3.105015434578916,0.0,0.0,0.0,False,177.31241330920977
0.9,315.7716944988741,100.0,4.519847186673482e-36,11221.69170912472,8.0,2023-Monza-R,VER,87.7143595830206,6.876759159078574,1.9604248660193946,0.19983943588373032,5419.326627778742,16493.602780196168,24321.98278019617,1.8969122301475097e-34,1.7923654419841246,87.7143595830206,0.0,24321.98278019617,3.1068985895161156,0.0,0.0,0.0,False,177.3114518370238
0.92,315.9216446324745,100.0,1.917175204613169e-36,11227.71496864816,8.0,2023-Monza-R,VER,87.75601239790959,7.3088349226245555,2.0826407444495487,0.2122977313404229,5424.474788377364,16509.271095061547,24337.65109506155,2.006799382520419e-34,1.7930463204333564,87.75601239790959,0.0,24337.65109506155,3.108900065538662,0.0,0.0,0.0,False,177.31043051934998
0.9400000000000001,316.08056633410166,100.0,-2.2500232828303314e-36,11231.74688063242,8.0,2023-Monza-R,VER,87.80015731502824,7.749912561645942,2.2072458559328823,0.2249995775670624,5429.933633037974,16525.884970115574,24354.264970115575,1.6658972408382828e-34,1.793767865527076,87.80015731502824,0.0,24354.264970115575,3.111022327750515,0.0,0.0,0.0,False,177.30934820170938
0.96,316.24666545870457,100.0,-5.2585670211023946e-36,11234.05225041961,8.0,2023-Monza-R,VER,87.84629596075126,8.104089480196308,2.3069322861509534,0.23516129318562215,5435.641951065587,16543.258111938743,24371.638111938744,1.0196837867801375e-34,1.7945219204116154,87.84629596075126,0.0,24371.638111938744,3.113241578965092,0.0,0.0,0.0,False,177.3082171193826
